comments,Logistic Regression,Gradient Boosting
los de los termicos diria que mas de la mitad estan tan atontaos que ni se han dado cuenta pero lo de los electricos denota ese pensamiento tan tipico de listillo de jeje yo tengo un electrico y aparco en la puerta sin pensar si quiera la razon de ser de la prohibicion o peor aun pensandola y diciendo aqui dice vehiculos electricos pues tira patetico,0,0
creo que despues de grabar este video saul se quedo sin tinta en su rotulador,0,0
muy facil le plantas tu coche en doble fila y cargas tranquilamente cuando vuelvas si esta esperando le sonries,0,1
esta es la consecuencia de la falta de cultura de educacion de conciencia de civismo y un exceso de maldad y de ignorancia,1,0
esto se arreglara definitivamente al igual que pasa con los negacionistas del covid diecinueve a los que se la suda ir sin mascarilla y contagiar a otros tendria que estar castigado penalmente como si llevaras una jeringa con virus del sida y amenazaras a la gente de hecho es como ir con un arma cargada pero como en todo las administraciones son leeeentaaaaas y no ponen el semaforo hasta que no hay muertos en la interseccion mano dura y se acabo el problema es ese tipo de individuos egocentricos a los que no les importa nadie mas que ellos no te sulfures saul esto se arregla aunque pueda parecer muy bestia con cuatro coches reventados entonces se lo pensaran dos veces antes de actuar de esa forma pero lo haran para evitar que les vuelvan a reventar el coche no porque se den cuenta de lo nefasto e impresentable de su actitud pero bueno aunque sea por interes propio dejaran de joder a los demas hay gentuza que solo mira por si misma cenutrios por lo general material defectuoso que alli donde van lo joden todo y van sembrando mierda por doquier huyyyy perdon perdon es que se me ha calentado la lengua a mi tb me sacan de quicio,0,0
toda la razon lo mismo que el supercharger de fuengirola llame hace un ano y mande mails a tesla iberia y el encargado de infraestructuras de tesla iberia me llamo y me prometio y aseguro que la cosa cambiaria alli y que paso una mierda,0,0
tienen q poner algun sistema de pivote q se desbloquee a la activacion del punto de carga y si te pasas de listo activas aparcas y no enchufas q te cobre veras como nadie aparcaahhh y donosti is different,0,0
tio estas en donosti ostras cuantos dias duraras,0,1
civismo es lo que necesitamos,1,0
tienes toda la razon,1,1
el ford focus azul que esta al lado de tu coche tambien habria que echarlo a patadas al muy guarro ahi choriceando plaza,0,0
a lo mejor alguien les raja las cuatro ruedas y aprenden,0,0
es q usualmente estaran libres entonces les vale y lo aparcan,0,1
existe un grupo de personas ponle un diez que viven desconectados de la etica no ven o no quieren ver y por eso el unico sistema son las multas,0,0
si hay mucha gente que no es consiente del coronavirus que esta la vida en juego crees que la gente tendra empatia para hacer las cosas bien en los parking electricos esto no es alemania,0,0
pues nada aparca en doble fila te pones a cargar y dejas un telefono en el salpicadero cuando te llamen vas con toda la calma del mundo,0,0
es un tema de ser civilizado muchos dicen serlo incluso exigir derechos cuando ellos no los respetan y van de listos ojo dudo que a estas alturas alguien no distinga los colores y porque estan ahi de ahi que la pandemia continue ahi tienes a los chinos ya la han superado en base al respeto,0,1
pues tienes toda la razon saul si de por si es dificil encontrar un punto de carga va y te encuentras de que la gente no tiene ni la minima educacion de dejar esa plaza libre para los vehiculos que lo pueden llegar a necesitar pero ya el colmo es que los propios duenos de los electricos aparquen en esas plazas sin cargar pensando que esa plaza es para ellos como si fueran duenos como dices tu saul verguenza le tenian que dar a todos por ciento inflate a dejar escritos en los cristales con el rotulador,0,0
pues llama la policia enves de hacer un video,0,0
mucho sinverguenza hay para mi mas delito tienen los duenos de los electricos y no esten recargando es un punto de recarga no de aparcamiento a ver cuando le entra en la cabeza a la gente a mi cuando me pase aun no tengo electrico te aseguro que aparco delante tiro el cable y me pongo a cargar y me voy de ahi no sale,0,0
se podria hinchar a meter multas la policia local,1,1
la verdad esque la gente es asquerosa uno si tienes un termico ni te hacerques a esas plazas dos si tienes un hibrido enchufable aparcas y cargas tres lo peor de lo peorsi tienes un electrico aparca pero carga de verdad no entiendo a la gente apartir de ahora todos los electricos que aparquen en la gasolinera a ver que les parece y los termicos que aparque en la gasolinera pero no reposten a ver que les parece al resto de termicos de verdad cada vez pierdo mas rapido la fe en la humanidad tengo quince anos y me encantan los electricos pero hay gente que no tendria ni que tener carnet de conducir ojala esto lo lea saul por cierto gracias por comunicar esto,0,0
llevas razon saul da verguenza yo tengo un termico y no se me ocurre ocupar un cargador para electricos me daria verguenza,0,0
yo llego alli con mi coche electrico y lo pongo delante de uno de esos termicos a cargar y el otro cuando venga a sacar su coche que se joda a tomar por,1,0
totalmente de acuerdo a mi este verano me han hecho sufrir para poder recargar por culpa de gente como esta,0,0
me has recordado a spiriman echando esa bronca mucho animo para el y fuerza yeah,0,0
o se hace desde la administracion o no hay solucion si hay ley luego es foto y denuncia,0,0
esperate cuando el mundo sea electrico puro veo a saul creando un canal de quejas jajajajaja ahora fuera conas hay mucho irresponsable que no tiene ni idea de lo que es un coche electrico o hibridos enchufados y muchos se compran coches electricos sin consultar su funcionamiento y si hay puntos de recarga es una verguenza tu lo has dicho saul lopez,0,0
el ultimo auto que iba llegando al aparcamiento era diesel y se iba a aparcar,0,0
toda la razon del mundo saul el parking un diez los incivicos y los que dan el mal uso los usuarios y siendo propietarios vamos que poca empatia podrian ser ellos los que necesitaran ese punto de carga es de idiotas ocupar un surtidor aparcado lo mismo los primeros bah esta vacio los siguientes bueno hay dos pos yo tb el ultimo justo el que necesitaba cargar de verdad nono y no,0,0
playa de la concha incojonuda y se la soplan,0,0
estamos en espana saulcomo eso la gran mayoria de las cosas tenemos lo que educamos,0,0
el coche azul del final iba a aparcar en la plaza que habia libre en los cargadores menos mal que no lo hizo sino saul lo mata,0,0
pasa igual con lo s aparcamientos de minusvalidos en espana hay gente iresponsable,0,0
llama a la policia local,0,0
la cuestion del morro el egoismo la jeta la falta de empatia que se tiene en general por el projimo es endemica en este pais aunque tampoco es el unico aqui solo entendemos a base de multas y palos somos asi y no te encabrones porque no tiene remedio o,0,0
hay una solucion con una llave o una punta se les deja un mensaje en el capot,0,0
proximamente powerbanks para teslas xddddd,1,1
hay algun cartel que ponga que es una plaza exclusiva para cargar de todas formas es un clasico ver coches termicos aparcados en plazas de carga,0,0
no llevas el rotulador saul,0,1
no tengo coche electrico pero jamas se me ocurriria aparcar ahi es una insolidaridad absoluta por decirlo suavemente,0,0
